measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,1,Number,2009,313528.0731693763,370607.9869441494,259953.37192555552
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,1,Number,2009,329352.12569767894,390869.54494617955,273852.4037352656
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,1,Number,2009,642880.1988670554,757309.8792674594,537461.4861076941
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,2,Percent,2009,0.005027295892093865,0.005956764591020376,0.0041746202343446856
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,2,Percent,2009,0.0054244472468578265,0.006442416257391244,0.004518146804609251
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,2,Percent,2009,0.005223204867872298,0.006166239775131678,0.004357837911914399
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,3,Rate,2009,486.8692843267899,575.5071421365609,403.6745764688132
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,3,Rate,2009,539.504707439662,640.2750826233655,448.59179410446984
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,3,Rate,2009,512.4842528565047,603.7040623450482,428.4477086593363
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,1,Number,2010,304211.5958759136,365031.2734454786,255487.4515018127
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,1,Number,2010,320313.7268982907,382316.2542678007,265599.22086015966
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,1,Number,2010,624525.3227742043,740542.7218591506,521668.7542440267
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,2,Percent,2010,0.005026982226119088,0.006033351645485198,0.004212951320933592
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,2,Percent,2010,0.0054037801764273505,0.006447840170189512,0.004484003748668993
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,2,Percent,2010,0.005213421485406467,0.006186591985548693,0.0043533665281488484
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,3,Rate,2010,486.7244823281253,584.0331532720319,408.76810502737817
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,3,Rate,2010,537.3362281675766,641.3473940835734,445.55094445440966
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,3,Rate,2010,511.4313709800104,606.4394279919779,427.2008779328822
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,1,Number,2011,292721.3031847741,349609.5828789263,244090.6817363911
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,1,Number,2011,308308.2294154736,366637.8921027835,257172.01822074474
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,1,Number,2011,601029.5326002478,714005.8464399308,506913.1883795408
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,2,Percent,2011,0.005029380236947025,0.005999768051006028,0.004200771622805651
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,2,Percent,2011,0.0053917417709846835,0.006409779223550703,0.004502966391069254
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,2,Percent,2011,0.005208948807179617,0.006201491681358677,0.0043903117751449205
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,3,Rate,2011,487.34808053277465,582.0606744305147,406.3835598090292
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,3,Rate,2011,536.1267379099975,637.5579966189433,447.2043950037308
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,3,Rate,2011,511.20686750446555,607.2990965340811,431.15602324413857
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,1,Number,2012,280742.41609260096,331223.78273962747,234540.75422699604
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,1,Number,2012,294334.1703205631,348194.1422702413,246816.9710961487
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,1,Number,2012,575076.5864131642,677372.7198641412,481662.32027851435
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,2,Percent,2012,0.005036060690239558,0.005951846544041508,0.004202590189808577
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,2,Percent,2012,0.00537483783255489,0.006372422330446362,0.004511897396351874
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,2,Percent,2012,0.005203929830912529,0.0061388195294103855,0.004358212741982621
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,3,Rate,2012,488.6758340473774,576.5465031590595,408.2546566535691
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,3,Rate,2012,534.4677789096042,632.2696058219416,448.18349903201363
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,3,Rate,2012,511.08769846084135,602.0013204759459,428.0676565913821
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,1,Number,2013,269658.8073368629,316572.2151490774,228671.7013749558
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,1,Number,2013,281802.4218748964,330561.9098174798,238996.01729335694
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,1,Number,2013,551461.2292117593,647277.8728056748,468355.59424284584
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,2,Percent,2013,0.005046860336961138,0.005933174646701178,0.004294487092515165
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,2,Percent,2013,0.0053850969390426716,0.006327399357363811,0.004570605113106666
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,2,Percent,2013,0.00521421266778825,0.006119613657132995,0.004430874310340128
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,3,Rate,2013,490.4733366751453,575.8025565574926,415.9232679407643
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,3,Rate,2013,535.5273648879922,628.1881728308413,454.17958620900697
5,Prevalence,6,China,3,Both,12,35-39 years,494,Stroke,3,Rate,2013,512.5067236964322,601.5550039428927,435.2715629227376
5,Prevalence,6,China,1,Male,12,35-39 years,494,Stroke,1,Number,2014,260858.30473846753,306538.1302281573,221642.77538637223
5,Prevalence,6,China,2,Female,12,35-39 years,494,Stroke,1,Number,2014,270656.2297476838,317208.4974077378,230046.08077523185
